Name,Barangay,Category,Subcategory
ANDOK`S LITSON CORPORATION,Poblacion Tres,Retail Stores,Food and Beverage
J A C MEAT SHOP,Banaybanay,Retail Stores,Food and Beverage
ALONZO`S SARI-SARI STORE,Marinig,Retail Stores,Sari-sari store
AVS MARKETING CORPORATION ( CABUYAO BRANCH),Banaybanay,Wholesale and Distribution,Non Essential
ADVANCED MICRO IONS SOLUTION INC.,Banlic,Wholesale and Distribution,Service Contractor
MARK SARI-SARI STORE,Baclaran,Retail Stores,Sari-sari store
PHYSIO POINT PHYSICAL THERAPHY AND REHAB MEDICINE INC.,Sala,Healthcare Services,Rehabilitation Centers
BLUE SHOP GENERAL MERCHANDISE,Mamatid,Retail Stores,General Merchandise
SONAR TRUCKING,San Isidro,Transportation and Logistics,Trucking / Transport Services
ALDUEZA EVENTS PRODUCTION,Sala,Entertainment and Recreation,Sound & Light Rental
SMAC EMISSION TESTING CENTER,Banlic,Professional Services,Emission Testing Center
"LABADAB LAUNDRY SYSTEMS, INC. (LABADAB)",Poblacion Dos,Personal and Household Services,Laundry Shops
RAFANEL PHARMACY,Poblacion Tres,Healthcare Services,Pharmacies
SHOLEM MARKETING,Banaybanay,Retail Stores,General Merchandise
ROQUE C. AMANCIO JR. COMMERCIAL SPACE RENTAL,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
H. AMPARO CONSTRUCTION AND MAINTENANCE SERVICES,Pulo,Construction and Real Estate,Service Contractor
RSA PASALUBONG,Poblacion Dos,Retail Stores,Food and Beverage
LDM RTW OUTLET,Mamatid,Retail Stores,Clothing and Apparel
AIME DENTAL CORP,Poblacion Dos,Retail Stores,General Merchandise
I.M.A. PACKAGING SUPPLIES RETAILING,Banaybanay,Retail Stores,Specialty Stores
KUSINAZZ CATERING SERVICES,Baclaran,Food Services,Catering Service
JUAN ALEXIS ADIE LPG STORE,Pulo,Retail Stores,Fuel and Energy Supplies
VY ON-STYLE CLOTHING SHOP,Pulo,Retail Stores,Online Shops
UNIGEM VENTURES INCORPORATED (ALL-IN LAUNDRY SHOP),Banaybanay,Personal and Household Services,Laundry Shops
CHYLLZACH AUTO CARE SERVICES,Sala,Automotive Services,Auto Repair Services
MATTHEUSSE PERFUME TRADING,San Isidro,Wholesale and Distribution,Essential / Non Essential
AGM 888 AGRICULTURAL PRODUCTS TRADING,Banlic,Wholesale and Distribution,Agricultural Products
WASH&WEAR LAUNDRY SHOP,Marinig,Personal and Household Services,Laundry Shops
JOEL ALO TRANSPORT SERVICE,Banlic,Transportation and Logistics,Transport Services
AAG TRANSPORT CORPORATION,Banaybanay,Transportation and Logistics,Transport Services
A&H COMMERCIAL BUILDING,Banlic,Construction and Real Estate,Lessor (Commercial Space)
CABUYAO HANOY FOOTWEAR STORE,San Isidro,Retail Stores,Clothing and Apparel
ASHTROVIA MEDICAL TRADING CORPORATION,Banaybanay,Retail Stores,Specialty Stores
W.N. AMIS TRUCKING SERVICES,Pulo,Transportation and Logistics,Trucking / Transport Services
GRACE GAS TRADING,Mamatid,Retail Stores,Fuel and Energy Supplies
DYE-NAMIKS SPORTSWEAR SHOP,Poblacion Uno,Retail Stores,Clothing and Apparel
LAGUNA JLA PRINTING STATION,Pulo,Creative and Media Services,Printing Services
SHANIAH HOMEMADE NATIVE DELICACIES STORE,Mamatid,Wholesale and Distribution,Food Products
GREG AND TINA LPG OUTLET,Butong,Retail Stores,Fuel and Energy Supplies
RHEY LPG STORE,Banaybanay,Retail Stores,Fuel and Energy Supplies
ANTIPATIA`S LPG TRADING,Mamatid,Retail Stores,Fuel and Energy Supplies
REA LPG STORE,Mamatid,Retail Stores,Fuel and Energy Supplies
ROADSPREE TRUCKING SERVICES,Sala,Transportation and Logistics,Trucking / Transport Services
FARRAH LPG STORE,Niugan,Retail Stores,Fuel and Energy Supplies
ADFAR DEVELOPMENT OPC,Mamatid,Construction and Real Estate,General Construction
NERISSA LPG TRADING,Poblacion Dos,Retail Stores,Fuel and Energy Supplies
ABERGAS LPG TRADING,Niugan,Retail Stores,Fuel and Energy Supplies
RND SAFETY GEARS TRADING,Niugan,Retail Stores,Specialty Stores
JAMZ PHARMACY,Mamatid,Healthcare Services,Pharmacies
"ALFAMETRO MARKETING, INC.",Gulod,Retail Stores,Convenience Stores
GGTA FOOD PRODUCTS (ATE RICA`S BACSILOG),Banaybanay,Retail Stores,Food and Beverage
MELO MOVER TRUCKING SERVICES,Gulod,Transportation and Logistics,Trucking / Transport Services
"ALFAMART TRADING PHILIPPINES, INC.",Gulod,Construction and Real Estate,Lessor (Commercial Space)
MARILYN LPG STORE,Gulod,Retail Stores,Fuel and Energy Supplies
AGC POWERBOX  ELECTRIC CORPORATION,San Isidro,Manufacturing and Production,Specialty Manufacturing
DENNIS LPG TRADING,Pulo,Retail Stores,Fuel and Energy Supplies
BITOY WOOD WORKS,Banaybanay,Retail Stores,Specialty Stores
JAMILA SHOE STORE,Banlic,Retail Stores,Clothing and Apparel
MARY ANN ANTONIO GOWNS AND SUITS SHOP,San Isidro,Personal and Household Services,Gown/Barong/Dress/Toga Rental
E NAILS SALON & SPA,Sala,Personal Care Services,Nail Spa
`BRENT` PARESAN,San Isidro,Retail Stores,Food and Beverage
JANASSS BISTRO (WINGSPOT UNLIMITED),Banaybanay,Food Services,Restaurant
"APO HUERTO, INC. (ANGEL`S PIZZA)",Pulo,Food Services,Restaurant
PAMNATICS HAIR AND NAIL SALON,Pulo,Personal Care Services,Beauty Parlor
NAMELESS CAFE,Sala,Food Services,Coffee Shop
MIGGY`S DINER,Pulo,Food Services,Canteen
EC LAUNDRY SHOP,Marinig,Personal and Household Services,Laundry Shops
AUTOCARPETS INC.,Diezmo,Manufacturing and Production,Non-Essential Manufacturer
A. GATCHALIAN-AGULTO CORP.,Banaybanay,Construction and Real Estate,Lessor (Industrial Space)
IBYANG`S HAUS OF PANSIT MALABON,Niugan,Food Services,Panciteria
"EBARA PHILIPPINES LANDHOLDINGS, INC. ( FORMERLY BENGUET EBARA REAL ESTATE CORPORATION )",Pittland,Construction and Real Estate,Realty
BISMARK CREDIT AND LOANS CORPORATION,Banaybanay,Finance and Insurance,Lending Investor
DOÑA JUANA GARDEN RESORT,Banaybanay,Tourism and Hospitality,Resort
CHAYNI RICE STORE,Banlic,Retail Stores,Sari-Sari Store
BELL-LIM INCORPORATED,Poblacion Tres,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
RMW SARI-SARI STORE,San Isidro,Retail Stores,Sari-sari store
MEDIA MAGIC GRAPHICS,Sala,Creative and Media Services,Printing Services
JO-CELL STALL RENTAL,Poblacion Uno,Construction and Real Estate,Lessor (Commercial Space)
AUBREY MAE ENTERPRISES,San Isidro,Professional Services,Contracting and Manpower Services
BESTLOAN FINANCE AND LEASING PHILIPPINES INC.,Sala,Finance and Insurance,Financing Institutions
ALLAN AND ELMA`S BREAD AND CANDIES,Poblacion Dos,Retail Stores,General Merchandise
TRIO UNDERCHASSIS REPAIR SHOP,Banlic,Automotive Services,Body and Welding Shops
MILAGROS A. BRIONES LOT LEASING,Bigaa,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
DOBAN MINIMART,San Isidro,Retail Stores,General Merchandise
BELL PRINTS AND CONSUMER GOODS TRADING,Sala,Creative and Media Services,Photography and Videography
SAN ISIDRO MINI PALENGKE,San Isidro,Construction and Real Estate,Lessor (Commercial Space)
RJ3A TRADING,Butong,Retail Stores,Hardware and Construction Supplies
HELEN`S VEGETABLE STORE,Niugan,Retail Stores,Food and Beverage
YAKULT PEDDLER,Niugan,Retail Stores,General Merchandise
BAYAN MALL PROPERTIES INC.,Poblacion Dos,Construction and Real Estate,Lessor (Commercial Space)
MANNY-BHEL`S BAKERY,Niugan,Manufacturing and Production,Food Products Manufacturer
GB-ES PHARMACY AND GENERAL MERCHANDISE,San Isidro,Healthcare Services,Pharmacies
CHRISTIAN JOBEX GENERAL CONSTRUCTION,Poblacion Uno,Construction and Real Estate,Construction Services
JLMB ENTERPRISES,Pulo,Wholesale and Distribution,Junk Shops
RYAN KEITH KENT GROCERIES,Banlic,Retail Stores,Grocery and Supermarkets
QUALI-TREAT LAUNDRY HUB,Pulo,Personal and Household Services,Laundry Shops
B-MIRK MULTI-PURPOSE COOPERATIVE,Pulo,Cooperative Business,Cooperative
"BERNABEST FOOD PRODUCTS, INC. (SIOMAI HOUSE)",Banlic,Food Services,Food Stand
AHREN AND CASEY LPG STORE,Mamatid,Retail Stores,Fuel and Energy Supplies
BUENAVISTA FINANCING CORPORATION,Sala,Finance and Insurance,Financing Institutions
JHOROSS WATER REFILLING STATION,Pulo,Retail Stores,Water Supply
AMORE INFRA SIGLO DE ORO REALTY,Pulo,Construction and Real Estate,Lessor (Commercial Space)
BORJAL LPG STORE,Mamatid,Retail Stores,Fuel and Energy Supplies
"BIRMINGHAM VILLAGE-PULO PEDICAB OPERATORS AND DRIVERS ASSOCIATION (BVPODA),INC.",Pulo,Transportation and Logistics,Operators & Drivers Association
"INTEGRATED INDUSTRIAL SECURITY SERVICES, INC.",Banaybanay,Professional Services,Security Agency
ASB DESIGN BUILDERS,Banlic,Construction and Real Estate,Service Contractor
MARC HARDWARE AND CONSTRUCTION SUPPLY,Pulo,Retail Stores,Hardware and Construction Supplies
"BALIWAG LECHON MANOK, INC.",Pulo,Retail Stores,Food and Beverage
AJR PAINT CENTER,Bigaa,Retail Stores,Furniture and Home Decor
BRADECINA-CALLEJA LPG TRADING,Mamatid,Retail Stores,Fuel and Energy Supplies
BEAUTIFUL ISLANDS TRAVEL AND TOURS,Mamatid,Tourism and Hospitality,Travel Agency
PAPA-LITO'S RESTO BAR,Banaybanay,Food Services,Restobar
BIGMIND ENGINEERING & INDUSTRIAL SUPPLY COMPANY,Banlic,Manufacturing and Production,Fabrication Services
L.V.B. ENTERPRISES,Bigaa,Transportation and Logistics,Trucking / Transport Services
TIN TIN GOWNS AND BARONG RENTAL,Banlic,Retail Stores,Clothing and Apparel
N. BARCELONA PAINT CENTER,Pulo,Retail Stores,Furniture and Home Decor
"BALIWAG LECHON MANOK, INC.",Banaybanay,Retail Stores,Food and Beverage
CROMS CATERING SERVICES,Pulo,Food Services,Canteen
BALIWAG LECHON MANOK,Banlic,Retail Stores,Food and Beverage
REDEEREI ENGINEERING SERVICES,Banlic,Construction and Real Estate,General Engineering Contractor
ANECITAS BONIFACIO LOT LEASING,San Isidro,Construction and Real Estate,Lessor (Commercial Space)
CMB BEVERAGE DISTRIBUTION SERVICES,Banaybanay,Wholesale and Distribution,Food Products
BUKANG LIWAYWAY CONNECTION BUILDERS INC.,Poblacion Uno,Construction and Real Estate,General Contractor
JOVITO G. BORROMEO ENTERPRISE,San Isidro,Professional Services,Contracting and Manpower Services
BURLEIGH AVENUE INC.,Banaybanay,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
CONNIE HAIR SALON AND SPA,Pulo,Personal Care Services,Beauty Parlor
KSK ENTERPRISES,Bigaa,Retail Stores,Hardware and Construction Supplies
KSK ENTERPRISES,Bigaa,Retail Stores,Hardware and Construction Supplies
BRENTON INTERNATIONAL VENTURE MANUFACTURING CORP.,Pulo,Retail Stores,General Merchandise
JMAK ENTERPRISES,Banlic,Retail Stores,General Merchandise
CARLDEL COMPUTER SYSTEM,Banlic,IT and Digital Services,Computer Services / IT Services
YESH AND YASH CONSTRUCTION SERVICES,Niugan,Construction and Real Estate,Service Contractor
RMMB`S PHARMACY AND GENERAL MERCHANDISE,Mamatid,Healthcare Services,Pharmacies
SUPERPANDA ENTERPRISES,Sala,Food Services,Restaurant
BALDOSANO EATERY,Mamatid,Food Services,Eatery
ASEBD ENGINEERING AND TECHNICAL SERVICES,Banlic,Construction and Real Estate,General Engineering Contractor
BCA LOGISTICS CORP.,Bigaa,Construction and Real Estate,Heavy Equipment Rental
WASHIMATIC LAUNDROMAT,Banaybanay,Personal and Household Services,Laundry Shops
HL FAITH ENTERPRISES,Banlic,Retail Stores,Fuel and Energy Supplies
BAOFENG REALTY CORPORATION,Poblacion Uno,Construction and Real Estate,Lessor (Commercial Space)
BANK OF THE PHILIPPINE ISLANDS (ATM),Diezmo,Finance and Insurance,ATM Off Site Stations
7DASH21 TRADING AND ENGINEERING SERVICES,Banlic,Retail Stores,Hardware and Construction Supplies
JAYS CONSUMER GOODS TRADING,Banaybanay,Wholesale and Distribution,Cleaning Supplies
DLB CONSTRUCTION SERVICES,Niugan,Construction and Real Estate,Construction Services
ENAB FOOD AND BEVERAGE HOUSE,Poblacion Dos,Food Services,Restaurant
ENAB FASHION SHOP,Poblacion Dos,Retail Stores,Clothing and Apparel
R-CARE CAR AIRCON REPAIR SERVICES,Pulo,Automotive Services,Auto Repair Services
BANAYBANAY HARDWARE,Banaybanay,Retail Stores,Hardware and Construction Supplies
`CAFE` MALVAR COFFEE SHOP,Poblacion Uno,Food Services,Coffee Shop
BOOZE`LIA MOTORCYCLE PARTS AND ACCESSORIES SHOP,Sala,Retail Stores,Vehicle and Parts Supplies
SUEDKABEL INTERNATIONAL ELECTRICAL & EQUIPMENT PARTS TRADING,Marinig,Retail Stores,Hardware and Construction Supplies
HL MATTHEW`S TRADING,Sala,Wholesale and Distribution,Fuel and Energy Supplies
AC ANIMAL BITE CLINIC,Poblacion Tres,Healthcare Services,Animal Bite Clinics
AJ LORAINE`S MEAT AND VEGETABLE STORE,Marinig,Retail Stores,Food and Beverage
HL MATTHEW`S TRADING,Mamatid,Wholesale and Distribution,Fuel and Energy Supplies
RSIGCI MULTI-LINE AUTO DETAILING SERVICES (REBIRTH CAR COATING CENTER),Banaybanay,Automotive Services,Auto Repair Services
ZAKKUSURUME FOOD HUB (TAKOYAKI SENSEI NAMBAWAN SA SARAP),Sala,Food Services,Restaurant
DA`BOY GAS RETAILING,Banlic,Retail Stores,Fuel and Energy Supplies
BIGMA METAL COMPANY,Sala,Manufacturing and Production,Metal Fabrication
D&A COMMERCIAL LOT RENTAL,Banaybanay,Construction and Real Estate,Lot Rental
J4 BERNABE CONSTRUCTION SERVICES,Niugan,Construction and Real Estate,Construction Services
BREWSOME COFFEE CAFE CORPORATION,Banlic,Food Services,Coffee Shop
`R&R` CONSTRUCTION SERVICES,Niugan,Construction and Real Estate,Construction Services
ACTS FORWARDING SERVICES,San Isidro,Transportation and Logistics,Forwarder
MWFP FROZEN FOODS,Banlic,Retail Stores,Food and Beverage
JONALYN`S MINI GROCERY,Casile,Retail Stores,Grocery and Supermarkets
AGK LPG AND LPG ACCESSORIES TRADING,Gulod,Retail Stores,Fuel and Energy Supplies
1025 BOBIER LPG SHOP,Mamatid,Retail Stores,Fuel and Energy Supplies
AEROCOOLE AIRCONDITIONING SERVICES,Mamatid,Personal and Household Services,Air-Conditioner Services
H&S FOOD AND BEVERAGE HOUSE (GODO),Mamatid,Food Services,Refreshment Parlor
`URBAN CITY` VAPE SHOP,Banlic,Retail Stores,Specialty Stores
BLUEBIRD LAND COMPANY,Pulo,Construction and Real Estate,Lessor (Commercial Space)
PEARLJAM COURIER SERVICES,Marinig,Transportation and Logistics,Common Courier
MINA`S LUGAWAN,Niugan,Food Services,Food Stand
TOWA PARES MAMI HOUSE,San Isidro,Food Services,Restaurant
LUCKYSUN HOUSEHOLD GOODS TRADING,Banlic,Retail Stores,General Merchandise
KULETZ SARI-SARI STORE,Marinig,Retail Stores,Sari-sari store
JOHN KARYL SARI-SARI STORE,Pulo,Retail Stores,Sari-sari store
JOHN KARYL SARI-SARI STORE,Pulo,Retail Stores,Sari-sari store
TWINS` FOOD AND BEVERAGE STALL (MANGO ROYAL MILKSHAKE),Banaybanay,Food Services,Refreshment Parlor
SABRINA`S LAUNDRY SHOP,Banaybanay,Personal and Household Services,Laundry Shops
"CONCEPCION INDUSTRIES, INC. (REF.)",Diezmo,Manufacturing and Production,Contractor and Service Manufacturing
C & S DEVELOPMENT CORP.,Pittland,Finance and Insurance,Holding Company
CABUYAO PACKAGING CORP.,Sala,Manufacturing and Production,Contractor and Service Manufacturing
CANTAVIEJA MEDICAL CLINIC AND PHARMACY,Pulo,Healthcare Services,Pharmacy & Medical Clinics
MLAC SPACE RENTAL,Poblacion Dos,Construction and Real Estate,Lessor (Commercial Space)
CLACIO ELECTRONICS SHOP,Banlic,IT and Digital Services,Repair Services
CBC FINE FOOD SERVICES,Banlic,Manufacturing and Production,Food Products Manufacturer
CRPN PROPERTY LEASING,Banlic,Construction and Real Estate,Apartment/Apartelle
PIL MART STALL RENTAL,Banlic,Construction and Real Estate,Property Rental and Management
GEFRACE MERCHANDISE,Banlic,Retail Stores,Electronics and Gadgets
H.A.CARTAÑO SARI-SARI STORE,Poblacion Dos,Retail Stores,Sari-sari store
CABUYAO MARKET VENDORS MULTI-PURPOSE COOPERATIVE,Poblacion Dos,Cooperative Business,Cooperative
COLT LAGUNA DEVELOPMENT CORP. (REALTY),Sala,Construction and Real Estate,Realty
"CABUYAO NURSERY SCHOOL & CHILD CENTER, INC.",Bigaa,Educational Services,Learning Center
JONCO REALTY,Butong,Professional Services,Consultancy and Management Services
NDCARALIPIO COMMERCIAL LOT AND BUILDING RENTAL,Sala,Construction and Real Estate,Apartment/Apartelle
BABY ANDREI RICE STORE,Pulo,Retail Stores,Food and Beverage
CCT MULTIPURPOSE COOPERATIVE,Poblacion Tres,Cooperative Business,Cooperative
CABUYAO NATIONAL HIGH SCHOOL MULTI-PURPOSE COOPERATIVE,Sala,Cooperative Business,Cooperative
SKYNEAGE ENTERPRISES,Mamatid,Retail Stores,Hardware and Construction Supplies
HONEY ONE WATER STATION,Mamatid,Retail Stores,Water Supply
"CAVITE APC LENDING COMPANY, INC.",Poblacion Tres,Finance and Insurance,Financing Institutions
ASTRIGE PRECISION TRADING,Butong,Manufacturing and Production,Fabrication Services
BOTICA DEL CARTAÑO,Butong,Healthcare Services,Pharmacies
3 KIDS ENTERPRISES,Bigaa,Transportation and Logistics,Trucking / Transport Services
SALLY VULCANIZING SHOP,Banlic,Automotive Services,Vulcanizing Services
LESTER & SJ STORE,Banaybanay,Retail Stores,Food and Beverage
BAR CODE RICE DEALER,Banlic,Retail Stores,Food and Beverage
"DIVINITY INFINITY LEARNING CENTER, INC.",Mamatid,Educational Services,Learning Center
CECILIA`S PETRON GAS STATION,Sala,Retail Stores,Fuel and Energy Supplies
AL CABATO ENTERPRISES,San Isidro,Transportation and Logistics,Trucking / Transport Services
CABUYAO AGRICULTURE AND FISHERY MULTI-PURPOSE COOPERATIVE (CAFMPC),Sala,Cooperative Business,Cooperative
CAVITE APC LENDING COMPANY INC.,Banlic,Finance and Insurance,Lending Investor
ROBINSON'S SUPERMARKET CORPORATION (UNCLE JOHN`S),San Isidro,Retail Stores,Convenience Stores
CASILE-GUINTING UPLAND MARKETING COOPERATIVE,Casile,Cooperative Business,Cooperative
JULIANNE JUMELLE STORE,San Isidro,Retail Stores,Sari-sari store
MIGS & CRISTY MEAT & CHICKEN BY PRODUCTS,Banaybanay,Retail Stores,Food and Beverage
"CARD SME BANK, INC., A THRIFT BANK",Banlic,Finance and Insurance,Banks
"CARD SME BANK, INC. A THRIFT BANK",Sala,Finance and Insurance,Banks
RHEY AND JOSHUA MEAT STORE,Poblacion Dos,Retail Stores,Food and Beverage
SATORAGI`S BAKERY,Poblacion Uno,Retail Stores,Food and Beverage
AISONREN COMMERCIAL LEASING,Poblacion Uno,Construction and Real Estate,Lessor (Commercial Space)
GOLDEN STREAM HARDWARE,Mamatid,Retail Stores,Hardware and Construction Supplies
JOHN AND JHED ENTERPRISES,Mamatid,Retail Stores,Hardware and Construction Supplies
BERT CHICKEN BY PRODUCTS,Baclaran,Retail Stores,Food and Beverage
KATAPATAN PHARMACY,Banaybanay,Healthcare Services,Pharmacies
CRISPIN C. CASTILLO LOT LEASING,Mamatid,Construction and Real Estate,Lessor (Commercial Space)
SHIRLEY CARTAÑO FISH STALL,Poblacion Dos,Retail Stores,Food and Beverage
CURE-CORNER PHARMACY,Banaybanay,Healthcare Services,Pharmacies
TIKE-EE HEAVY EQUIPMENT RENTAL,Pulo,Construction and Real Estate,Heavy Equipment Rental
CHINGU FRANCHISE BUSINESS INC.,Banlic,Food Services,Refreshment Parlor
DINSUN WAREHOUSE SUB LEASING,Sala,Transportation and Logistics,Warehouse and Storage Services
RAVC RICE DEALER,Banlic,Retail Stores,Food and Beverage
CABUYAO EMPLOYEES MULTI-PURPOSE COOPERATIVE (CEMPCO),Sala,Cooperative Business,Cooperative
PYEL MEAT STAND,Baclaran,Retail Stores,Food and Beverage
CENTROPLAY INC.,Pulo,Entertainment and Recreation,Play Center
JEC BUILDING,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
BREAD KNIGHTS BAKERY,Mamatid,Retail Stores,Food and Beverage
A-TECH PLUS AUTOMOTIVE SERVICE,Pulo,Automotive Services,Auto Repair Services
"CENTERLINE HARDWARE SUPPLY AND SERVICES, INC.",Banlic,Retail Stores,Hardware and Construction Supplies
VETECTORS ANIMAL CLINIC,Sala,Healthcare Services,Veterinary Clinics
AIDA S. CANTALEJO CONSULTANCY SERVICES,Banaybanay,Professional Services,Consultancy and Management Services
CAYROSAN CONSTRUCTION INC.,Poblacion Dos,Construction and Real Estate,Contractor
OASIS ANIMAL CLINIC,Pulo,Retail Stores,General Merchandise
ILLAN`S MEAT STOP,Banaybanay,Retail Stores,Food and Beverage
TGC TOOLS AND FABRICATION SERVICES CORPORATION,Sala,Manufacturing and Production,Fabrication Services
ST JOSEPH 7 HARDWARE TRADING,Gulod,Retail Stores,Hardware and Construction Supplies
SHP INDUSTRIAL SUPPLY AND SERVICES,Banlic,Retail Stores,Hardware and Construction Supplies
"CARD SME BANK, INC. A THRIFT BANK",Mamatid,Finance and Insurance,Banks
CABUYAO SCHOOL PERSONNEL MULTI-PURPOSE COOPERATIVE,Poblacion Dos,Cooperative Business,Cooperative
